review_score,payment_value,deliver_time
5,163.79,15.0
5,35.36,2.0
4,50.68,19.0
5,195.84,19.0
5,95.02,16.0
5,59.79,17.0
5,128.25,6.0
4,324.35,11.0
5,165.48,12.0
5,166.62,27.0
5,147.57,9.0
3,377.56,25.0
4,36.71,4.0
2,92.9,15.0
4,61.14,4.0
5,56.09,7.0
4,75.2,16.0
5,69.03,15.0
4,84.8,14.0
5,88.83,8.0
2,127.23,7.0
1,147.15,36.0
5,122.84,14.0
5,73.2,13.0
5,84.14,13.0
1,22.75,21.0
4,104.58,6.0
5,92.79,11.0
5,44.46,11.0
2,251.98,27.0
5,31.75,11.0
4,44.09,11.0
4,53.43,7.0
1,84.36,3.0
5,379.2,11.0
4,103.14,9.0
5,32.0,5.0
5,66.91,19.0
5,132.3,15.0
4,838.97,9.0
5,137.07,5.0
5,238.02,6.0
4,398.42,14.0
5,137.47,13.0
4,68.13,11.0
5,139.87,9.0
5,274.29,13.0
4,102.2,6.0
2,116.43,7.0
4,46.52,6.0
2,67.29,7.0
4,327.5,26.0
4,684.01,18.0
5,1024.76,4.0
1,149.92,7.0
5,192.69,4.0
2,149.29,24.0
5,47.86,8.0
5,157.54,28.0
5,117.93,25.0
4,125.23,18.0
3,123.53,12.0
5,90.32,5.0
5,129.37,8.0
5,82.98,5.0
1,38.42,9.0
3,96.5,5.0
5,24.39,5.0
5,394.95,10.0
5,62.41,9.0
3,31.01,12.0
5,157.27,20.0
5,87.7,13.0
1,226.07,17.0
3,34.89,4.0
5,534.69,9.0
4,349.94,23.0
4,103.71,6.0
5,53.7,11.0
1,416.8,20.0
5,118.9,7.0
5,66.64,32.0
5,161.53,16.0
5,322.78,19.0
5,106.55,9.0
1,42.87,1.0
4,113.89,3.0
5,217.64,26.0
5,517.25,6.0
5,70.03,11.0
5,556.09,18.0
2,40.79,4.0
1,89.65,1.0
5,133.69,19.0
5,50.74,5.0
5,343.65,7.0
3,95.21,14.0
5,171.96,4.0
1,125.42,35.0
5,177.87,7.0
5,161.53,9.0
5,75.56,5.0
5,106.78,14.0
4,255.91,3.0
5,170.28,3.0
1,106.78,50.0
5,50.72,5.0
5,228.32,7.0
5,42.27,7.0
5,259.78,6.0
5,83.23,7.0
3,101.93,12.0
3,144.65,24.0
4,110.4,13.0
5,143.83,10.0
5,156.73,10.0
5,686.09,6.0
5,35.77,5.0
3,35.0,33.0
5,121.11,10.0
1,125.53,26.0
5,163.81,3.0
5,406.87,8.0
5,112.24,16.0
5,166.11,5.0
5,56.01,14.0
5,36.1,7.0
5,346.45,7.0
5,39.97,7.0
4,267.78,7.0
5,54.64,4.0
5,170.53,15.0
5,62.81,7.0
5,21.48,6.0
5,167.2,13.0
5,31.84,7.0
5,105.32,28.0
5,41.11,12.0
5,407.36,22.0
5,96.72,12.0
3,35.86,7.0
5,283.93,11.0
5,48.83,6.0
5,67.6,21.0
3,293.36,8.0
5,219.63,6.0
5,121.39,8.0
5,447.0,4.0
4,320.44,14.0
4,107.85,2.0
5,20.38,4.0
2,117.96,17.0
5,98.16,7.0
5,55.09,8.0
5,108.43,7.0
1,187.96,10.0
5,171.87,13.0
5,1992.42,6.0
3,286.83,14.0
5,88.0,4.0
5,294.7,25.0
5,124.7,16.0
5,444.66,6.0
5,81.34,13.0
5,125.77,4.0
5,46.78,5.0
5,106.29,20.0
5,79.58,8.0
3,179.68,1.0
4,259.79,20.0
1,167.07,2.0
5,94.21,12.0
5,38.19,4.0
1,87.72,30.0
5,245.84,21.0
4,71.04,14.0
4,69.54,18.0
5,226.65,1.0
1,139.56,7.0
5,90.88,17.0
5,27.75,6.0
2,34.0,20.0
5,163.43,6.0
5,57.59,16.0
4,255.88,13.0
5,60.14,17.0
4,54.74,3.0
3,150.67,19.0
5,38.37,3.0
1,81.47,4.0
5,246.53,16.0
5,84.57,7.0
3,111.19,10.0
5,155.77,13.0
5,70.6,9.0
5,193.71,9.0
5,106.75,6.0
5,165.95,4.0
4,31.51,12.0
5,421.15,12.0
5,114.44,7.0
5,201.04,9.0
5,56.78,7.0
3,188.34,35.0
5,133.18,13.0
1,128.0,14.0
4,158.52,9.0
5,130.1,7.0
5,216.4,10.0
1,186.85,17.0
5,90.19,12.0
5,27.07,6.0
4,38.68,13.0
4,139.55,10.0
5,94.3,12.0
4,58.61,9.0
3,35.01,5.0
5,124.27,8.0
5,85.08,9.0
3,131.22,33.0
5,185.88,8.0
2,116.63,12.0
2,176.71,12.0
5,147.98,14.0
5,468.26,7.0
5,138.07,2.0
1,74.2,15.0
5,110.2,6.0
3,62.21,16.0
5,369.22,13.0
5,65.95,15.0
5,208.25,3.0
4,58.16,7.0
3,130.0,7.0
1,119.65,24.0
5,125.42,2.0
5,66.01,13.0
5,52.38,1.0
5,94.74,8.0
5,65.22,6.0
4,30.79,10.0
5,325.95,9.0
5,230.72,7.0
5,55.04,7.0
5,39.0,9.0
3,56.29,5.0
5,79.33,1.0
5,340.47,4.0
5,62.69,10.0
5,31.53,10.0
5,326.24,14.0
1,437.19,31.0
5,163.82,5.0
5,314.82,34.0
5,113.22,12.0
5,116.66,6.0
5,54.27,8.0
3,96.87,4.0
5,2269.98,14.0
5,86.73,13.0
5,323.31,14.0
3,25.83,8.0
5,167.2,8.0
1,112.02,17.0
4,73.7,16.0
5,158.74,5.0
3,203.06,23.0
5,370.68,12.0
5,368.52,11.0
5,172.23,19.0
5,388.01,7.0
4,94.04,4.0
1,87.54,10.0
5,420.06,5.0
5,87.24,6.0
5,244.91,1.0
5,60.46,14.0
3,151.46,6.0
5,57.48,6.0
5,75.53,4.0
5,33.1,16.0
2,32.13,5.0
5,88.36,13.0
5,113.05,8.0
1,43.31,7.0
5,161.01,12.0
5,133.63,9.0
5,42.77,4.0
5,117.85,3.0
1,233.04,22.0
3,37.82,2.0
5,31.75,3.0
5,103.48,3.0
5,431.65,2.0
5,35.77,5.0
4,343.64,26.0
5,199.0,8.0
5,142.17,11.0
5,75.85,17.0
5,138.5,11.0
4,32.13,7.0
5,116.85,4.0
3,157.55,14.0
5,99.23,9.0
4,43.9,11.0
4,83.22,7.0
2,46.13,18.0
5,709.58,13.0
4,237.87,20.0
5,41.09,13.0
5,49.49,10.0
5,164.8,13.0
5,164.23999999999998,15.0
5,890.59,10.0
5,347.37,11.0
4,40.0,8.0
5,685.41,13.0
1,169.83,23.0
4,162.16,8.0
4,119.84,22.0
5,59.6,23.0
4,144.12,8.0
4,86.74,11.0
5,36.36,1.0
5,138.39,6.0
3,63.95,20.0
4,171.49,15.0
5,48.13,6.0
5,34.69,2.0
4,49.63,10.0
5,116.44,8.0
5,91.36,8.0
5,35.09,7.0
5,195.1,9.0
5,66.79,13.0
4,39.09,12.0
5,163.48,9.0
5,65.0,24.0
1,129.91,37.0
5,130.16,17.0
5,172.66,19.0
5,160.53,8.0
5,22.79,9.0
4,72.28,20.0
1,55.13,17.0
4,49.1,10.0
5,209.11,9.0
5,45.09,11.0
5,49.1,11.0
4,73.96000000000001,8.0
5,133.18,12.0
5,60.5,14.0
3,75.53,15.0
5,202.76,9.0
1,246.98,14.0
3,188.0,20.0
5,141.23,11.0
5,40.79,8.0
4,54.62,22.0
5,185.21,24.0
4,47.38,7.0
1,99.88,14.0
5,193.3,11.0
4,76.88,25.0
5,69.9,7.0
1,179.16,12.0
4,67.13,16.0
5,53.9,14.0
4,81.71,10.0
5,101.75,5.0
5,42.74,1.0
5,81.6,6.0
5,58.09,12.0
5,48.11,11.0
5,277.5,8.0
5,127.92,10.0
5,188.07,7.0
5,162.48,8.0
5,55.0,9.0
4,112.49,23.0
5,92.44,13.0
5,441.25,7.0
1,367.42,8.0
5,20.19,7.0
5,107.85,1.0
5,236.36,25.0
1,142.65,6.0
4,111.21,7.0
4,136.91,32.0
5,127.71,3.0
5,77.57,6.0
5,26.75,5.0
3,286.17,8.0
5,44.08,6.0
5,244.15,3.0
5,377.03,9.0
4,106.02,13.0
2,119.16,4.0
5,318.34,13.0
1,93.21,50.0
4,126.19,18.0
5,107.17,9.0
5,212.01,1.0
4,92.78,14.0
5,333.36,7.0
4,59.09,13.0
4,50.22,4.0
5,157.21,3.0
5,42.68,3.0
5,119.25,13.0
5,565.5,7.0
4,296.51,20.0
1,256.76,9.0
3,34.88,8.0
1,1507.56,11.0
3,60.55,8.0
4,127.01,14.0
4,227.51,5.0
5,222.6,12.0
5,162.85,6.0
5,128.2,11.0
5,410.9,6.0
3,325.01,17.0
5,195.43,16.0
5,80.11,5.0
4,237.68,11.0
5,118.98,9.0
4,233.45,6.0
5,202.66,5.0
5,42.58,4.0
1,218.43,6.0
5,113.82,8.0
4,72.07,4.0
5,176.99,7.0
5,118.47,8.0
3,51.75,6.0
5,63.1,20.0
5,739.34,10.0
5,104.26,12.0
5,36.24,7.0
5,31.38,16.0
4,63.17,3.0
3,158.3,16.0
5,95.3,13.0
5,146.96,11.0
4,113.61,4.0
5,296.1,21.0
4,238.07,29.0
5,38.13,7.0
5,79.33,4.0
5,46.09,11.0
3,51.84,11.0
4,136.59,18.0
4,104.28,13.0
5,68.62,3.0
5,68.62,3.0
1,173.64,63.0
1,89.93,7.0
5,150.14,21.0
5,85.04,13.0
5,102.09,8.0
5,116.85,5.0
5,93.44,16.0
2,147.31,32.0
5,172.33,3.0
5,45.27,3.0
5,175.05,23.0
5,74.61,29.0
5,25.84,14.0
5,122.56,6.0
5,64.77,3.0
5,82.61,9.0
5,276.56,18.0
5,370.59,9.0
4,94.84,7.0
5,121.7,6.0
4,77.89,10.0
5,87.35,22.0
4,69.64,9.0
5,85.34,25.0
5,170.29,10.0
4,98.34,14.0
5,57.68,2.0
5,157.42,31.0
5,524.24,6.0
4,65.09,23.0
4,65.09,23.0
5,97.47,14.0
5,70.37,17.0
5,32.77,10.0
1,107.94,34.0
4,163.26,23.0
4,371.28,16.0
4,54.94,15.0
5,170.04,12.0
4,84.7,7.0
5,192.69,9.0
4,33.87,4.0
4,135.47,3.0
5,32.41,15.0
5,88.19,6.0
5,89.29,6.0
5,269.93,9.0
4,134.19,13.0
1,42.51,9.0
5,95.3,34.0
1,248.94,51.0
5,116.94,9.0
5,51.79,8.0
5,113.99,4.0
4,315.25,5.0
5,67.09,26.0
4,83.35,15.0
5,163.6,11.0
5,87.99,17.0
4,181.52,15.0
1,59.61,34.0
3,97.8,17.0
5,252.0,10.0
5,34.58,2.0
4,88.72,9.0
4,115.32,5.0
5,152.74,24.0
5,91.36,5.0
4,355.08,10.0
3,79.08,2.0
4,63.55,1.0
1,32.86,6.0
1,63.82,4.0
5,319.33,17.0
5,31.22,13.0
1,410.0,13.0
4,111.32,13.0
1,147.15,23.0
5,71.72,15.0
3,97.44,2.0
5,50.56,18.0
5,193.39,4.0
3,32.38,22.0
1,46.01,38.0
1,294.7,27.0
5,47.03,8.0
2,129.91,16.0
5,190.37,12.0
4,58.1,4.0
1,100.34,26.0
4,117.85,28.0
3,133.48,26.0
4,135.82,3.0
4,322.89,6.0
5,87.81,10.0
5,917.8,21.0
3,92.9,15.0
4,44.17,14.0
4,64.05,25.0
3,333.42,11.0
1,27.19,25.0
5,38.47,9.0
5,50.63,3.0
4,153.09,9.0
5,29.1,18.0
5,144.85,12.0
5,65.22,7.0
4,77.22,15.0
5,90.99,9.0
5,143.12,10.0
4,115.46,15.0
5,91.75,4.0
5,81.11,13.0
5,72.83,10.0
1,52.22,22.0
5,104.59,10.0
5,126.9,8.0
5,119.41,3.0
5,102.2,9.0
5,29.56,7.0
5,50.77,3.0
5,161.12,17.0
1,59.18,8.0
5,27.08,15.0
4,100.25,6.0
4,64.79,14.0
2,35.83,18.0
5,38.78,7.0
5,126.54,10.0
5,76.87,7.0
5,367.2,1.0
4,73.5,6.0
4,162.29,6.0
4,113.71,10.0
1,163.02,8.0
5,1901.62,7.0
1,220.2,10.0
1,179.63,19.0
4,190.67,18.0
3,63.23,12.0
5,386.66,19.0
5,286.89,12.0
5,85.14,25.0
4,172.06,26.0
1,269.12,21.0
5,190.09,14.0
5,201.58,9.0
5,128.95,8.0
5,82.06,8.0
5,113.76,6.0
5,63.83,10.0
5,198.26,31.0
4,242.13,6.0
5,39.15,6.0
3,130.0,5.0
3,61.69,4.0
5,156.99,9.0
5,112.81,5.0
3,126.9,1.0
5,223.66,6.0
2,426.07,15.0
5,112.14,5.0
5,35.36,3.0
5,216.15,7.0
4,164.71,38.0
5,160.77,14.0
1,593.67,31.0
3,47.29,9.0
1,76.05,7.0
1,411.21,14.0
5,81.52,7.0
5,149.57,10.0
5,72.09,7.0
5,38.09,13.0
4,143.76,5.0
4,242.59,25.0
1,90.48,16.0
2,207.57,5.0
5,277.64,8.0
4,54.78,6.0
5,193.98,22.0
3,36.77,3.0
5,32.28,6.0
5,137.63,6.0
1,88.2,23.0
5,61.88,14.0
4,276.94,15.0
5,154.17,28.0
5,129.14,4.0
4,328.72,5.0
4,75.53,8.0
4,152.09,8.0
5,1220.73,11.0
4,57.1,11.0
4,147.33,18.0
5,130.26,7.0
4,312.74,54.0
5,21.28,4.0
4,104.3,10.0
3,722.76,19.0
4,826.8,17.0
3,49.74,18.0
5,324.96000000000004,16.0
5,62.33,11.0
4,622.42,5.0
5,40.31,9.0
5,59.83,13.0
1,97.37,5.0
2,94.52,10.0
1,127.81,8.0
4,36.19,4.0
5,44.09,17.0
5,124.88,16.0
3,304.38,8.0
5,928.96,7.0
4,69.31,5.0
5,130.22,19.0
5,38.78,2.0
1,185.98,5.0
3,80.59,7.0
5,248.36,10.0
5,123.39,11.0
4,88.08,10.0
5,40.0,13.0
4,125.18,6.0
1,365.99,37.0
4,32.78,18.0
5,70.14,1.0
4,35.86,5.0
1,151.7,34.0
5,178.47,9.0
5,94.32,4.0
5,244.15,2.0
5,67.93,23.0
5,1568.72,5.0
4,59.69,9.0
5,216.15,11.0
1,151.8,47.0
5,149.7,6.0
5,200.93,2.0
5,83.41,4.0
1,190.53,9.0
1,71.79,9.0
4,41.52,21.0
1,35.09,6.0
5,81.11,8.0
1,73.56,6.0
4,710.48,10.0
5,86.15,23.0
5,337.18,7.0
5,19.26,15.0
5,108.0,4.0
5,82.39,5.0
1,64.1,41.0
4,147.67,10.0
4,265.14,17.0
4,50.05,9.0
5,44.8,14.0
5,344.51,7.0
5,70.7,7.0
5,94.31,5.0
4,138.84,4.0
5,219.77,10.0
5,193.09,11.0
3,64.18,9.0
1,29.74,18.0
5,492.84,8.0
5,89.28,16.0
4,69.18,11.0
5,106.17,4.0
3,123.25,14.0
5,110.03,9.0
5,126.01,10.0
5,103.26,6.0
5,113.22,1.0
5,78.32,11.0
3,68.06,11.0
1,115.78,13.0
5,115.6,10.0
4,45.53,12.0
5,220.35,17.0
5,217.72,8.0
5,95.31,21.0
3,77.66,20.0
5,68.44,4.0
5,134.27,6.0
5,218.23,12.0
5,249.2,16.0
5,63.0,31.0
4,72.56,23.0
5,160.22,25.0
4,163.62,5.0
5,138.93,4.0
5,400.5,4.0
1,51.79,8.0
5,143.54,5.0
5,90.62,4.0
1,123.15,7.0
5,64.43,6.0
5,156.61,5.0
5,178.56,13.0
4,178.56,13.0
4,231.3,21.0
5,81.32,13.0
5,67.29,7.0
4,155.82,17.0
3,268.64,12.0
5,77.29,19.0
5,55.69,12.0
3,77.57,14.0
5,38.0,7.0
5,144.94,27.0
5,38.78,21.0
5,39.23,7.0
5,107.78,11.0
5,93.58,12.0
2,105.06,18.0
5,106.72,8.0
5,67.29,1.0
5,211.01,31.0
5,138.94,8.0
1,232.71,10.0
5,247.75,15.0
3,205.74,26.0
5,322.58,11.0
4,67.89,2.0
4,158.21,11.0
5,168.2,17.0
5,38.78,7.0
5,462.06,27.0
1,344.27,20.0
3,165.8,12.0
3,67.36,8.0
5,143.06,4.0
5,134.13,33.0
5,58.13,20.0
5,91.76,19.0
2,123.71,9.0
3,124.94,9.0
4,31.84,6.0
1,132.34,8.0
4,59.09,21.0
5,62.01,15.0
5,442.92,3.0
4,56.0,12.0
5,2155.35,10.0
5,43.34,8.0
1,81.89,12.0
5,69.32,6.0
5,74.72,7.0
1,56.82,17.0
5,883.29,9.0
5,59.68,9.0
3,53.870000000000005,4.0
1,38.36,13.0
5,69.44,11.0
5,194.91,12.0
5,32.22,5.0
5,127.4,6.0
4,415.54,8.0
5,264.38,7.0
5,30.73,5.0
5,103.79,12.0
4,1830.12,9.0
5,314.21,13.0
5,97.19,11.0
5,74.47,8.0
4,152.78,4.0
4,39.84,13.0
5,35.4,18.0
5,66.44,9.0
2,117.38,27.0
5,106.32,10.0
5,71.74,14.0
5,37.68,5.0
4,272.02,20.0
5,96.09,7.0
4,161.74,11.0
5,110.77,7.0
5,45.0,11.0
5,201.96,143.0
5,62.94,6.0
5,2098.4,5.0
4,133.86,10.0
5,249.82,8.0
4,35.76,7.0
5,103.86,11.0
5,60.75,10.0
4,271.12,6.0
4,135.08,25.0
4,97.46,13.0
5,72.56,7.0
5,34.13,5.0
5,34.13,5.0
4,71.53,22.0
2,804.52,31.0
4,218.58,7.0
5,183.97,2.0
5,223.14,8.0
5,46.29,10.0
1,42.78,8.0
3,373.11,13.0
4,25.29,3.0
5,37.46,1.0
1,186.96,9.0
3,33.08,7.0
5,230.54,7.0
4,121.68,11.0
5,108.2,5.0
5,52.77,5.0
5,236.88,17.0
4,42.51,2.0
5,72.5,6.0
3,100.47,5.0
5,233.28,11.0
5,61.3,8.0
5,85.55,9.0
3,92.11,20.0
1,1730.87,28.0
4,124.24,37.0
5,188.36,15.0
5,148.06,25.0
5,87.52,9.0
5,182.91,4.0
5,22.95,4.0
5,125.51,9.0
4,35.84,13.0
5,126.37,7.0
2,250.88,22.0
5,52.5,6.0
5,105.3,18.0
5,130.56,9.0
5,102.03,9.0
5,51.84,7.0
4,788.12,8.0
3,118.35,3.0
3,85.83,16.0
5,157.24,12.0
3,138.72,28.0
4,172.35,7.0
4,62.85,26.0
3,29.69,20.0
5,239.65,13.0
5,42.77,5.0
4,89.06,42.0
2,35.69,14.0
5,84.1,18.0
4,806.38,8.0
5,206.08,15.0
1,84.72,6.0
2,164.8,11.0
5,207.62,10.0
5,101.14,12.0
2,128.88,19.0
5,127.08,8.0
5,79.17,5.0
5,85.65,8.0
5,102.03,8.0
5,132.41,8.0
5,62.25,5.0
3,197.58,4.0
5,73.39,5.0
4,176.34,15.0
5,34.63,6.0
5,38.26,2.0
5,84.59,5.0
1,233.84,3.0
5,57.19,5.0
5,88.72,18.0
1,49.17,3.0
5,45.74,15.0
5,161.37,7.0
4,41.94,18.0
2,74.64,9.0
5,49.0,12.0
4,119.48,3.0
4,190.53,35.0
2,100.34,19.0
5,47.68,8.0
4,61.75,17.0
4,21.72,1.0
5,135.13,8.0
3,91.26,10.0
1,35.0,23.0
1,168.82,15.0
5,757.95,6.0
3,22.38,4.0
3,94.3,17.0
1,50.23,29.0
5,601.47,8.0
5,83.23,11.0
4,188.8,6.0
5,106.35,8.0
5,84.93,11.0
4,24.09,12.0
5,47.52,5.0
5,337.33,9.0
5,98.79,24.0
5,194.48,8.0
1,161.86,24.0
4,82.5,8.0
5,104.87,20.0
5,115.81,4.0
4,228.52,9.0
5,240.58,3.0
5,216.22,7.0
5,434.92,4.0
5,37.82,2.0
5,396.32,11.0
2,163.35,9.0
5,32.38,4.0
5,283.28,13.0
5,37.8,17.0
5,45.77,5.0
5,306.12,3.0
5,44.3,14.0
5,56.6,10.0
1,44.13,13.0
5,72.14,9.0
5,67.82,20.0
4,74.12,2.0
5,87.64,10.0
5,484.09,11.0
5,34.51,35.0
5,34.09,9.0
4,244.34,8.0
5,425.46,7.0
5,425.46,7.0
5,70.16,9.0
5,876.82,2.0
5,60.74,34.0
5,32.07,11.0
5,122.11,5.0
5,81.11,13.0
2,163.89,48.0
3,27.0,6.0
5,314.65999999999997,9.0
4,358.24,8.0
5,85.15,8.0
5,111.48,8.0
5,45.91,2.0
5,77.57,12.0
5,148.98,8.0
5,35.61,17.0
5,107.85,1.0
1,137.49,15.0
5,73.72,6.0
4,55.75,9.0
5,37.33,5.0
5,56.85,7.0
4,91.86,20.0
5,99.37,4.0
4,98.8,25.0
5,51.71,4.0
5,49.56,19.0
5,49.56,19.0
4,1642.11,12.0
5,172.62,18.0
4,43.66,13.0
4,44.38,13.0
4,161.51,21.0
4,370.29,26.0
1,139.22,14.0
3,83.75,8.0
4,352.16,17.0
5,93.12,5.0
5,18.59,5.0
5,78.2,8.0
5,88.29,21.0
1,98.19,4.0
4,100.34,7.0
5,126.86,39.0
5,61.75,8.0
3,74.25,9.0
3,279.91,7.0
4,335.47,7.0
4,341.02,11.0
5,46.62,3.0
3,40.85,7.0
1,87.55,29.0
4,35.36,3.0
5,87.64,13.0
4,155.78,6.0
1,101.14,5.0
3,98.12,19.0
5,58.69,11.0
4,137.26,5.0
5,73.34,14.0
4,199.26,8.0
3,60.86,15.0
3,106.39,14.0
4,266.4,15.0
5,115.45,21.0
4,45.01,15.0
5,32.72,15.0
4,111.0,8.0
1,146.01,6.0
4,78.64,2.0
5,57.98,5.0
1,248.85,56.0
5,513.22,13.0
5,42.78,8.0
5,56.16,4.0
3,238.18,13.0
4,124.4,8.0
3,101.73,9.0
5,36.72,5.0
3,53.55,1.0
3,167.63,15.0
2,138.6,21.0
5,77.57,10.0
1,161.04,28.0
4,150.67,19.0
2,172.93,11.0
5,220.02,11.0
5,72.36,13.0
3,158.85,23.0
5,42.5,21.0
5,124.85,9.0
5,184.91,6.0
5,197.27,7.0
4,162.55,9.0
5,117.1,16.0
4,94.31,23.0
5,117.47,10.0
5,68.05,2.0
4,65.01,11.0
5,283.42,4.0
5,95.3,16.0
5,23.77,5.0
4,39.09,13.0
5,137.1,7.0
4,86.12,7.0
3,75.79,29.0
4,102.48,20.0
5,57.72,8.0
4,49.42,3.0
3,95.31,27.0
5,48.69,14.0
5,95.31,15.0
5,60.06,5.0
5,51.78,4.0
5,40.22,8.0
5,86.05,14.0
5,106.18,3.0
5,36.77,2.0
5,68.87,2.0
5,78.51,7.0
5,211.5,9.0
5,78.19,6.0
4,140.47,5.0
1,72.14,58.0
2,99.65,23.0
5,28.09,6.0
5,159.1,1.0
5,48.3,7.0
5,116.24,24.0
5,36.62,17.0
5,133.95,9.0
4,147.16,24.0
5,71.04,13.0
5,119.89,12.0
5,27.59,14.0
1,675.94,18.0
3,28.75,14.0
2,210.12,14.0
5,53.22,6.0
5,123.18,19.0
5,257.3,12.0
5,313.53,6.0
3,42.51,3.0
5,19.33,7.0
5,130.75,16.0
4,115.7,11.0
5,101.19,10.0
5,96.41,2.0
2,322.1,10.0
5,83.93,5.0
5,130.56,12.0
5,115.15,9.0
4,37.13,11.0
5,128.55,6.0
4,63.22,13.0
5,142.91,6.0
4,237.97,16.0
4,119.43,24.0
5,99.23,8.0
4,41.22,19.0
5,44.09,10.0
4,162.24,1.0
1,129.01,12.0
5,96.22,11.0
5,48.19,4.0
4,67.83,5.0
1,147.32,16.0
5,243.45,4.0
4,109.81,2.0
5,571.42,14.0
5,55.22,7.0
3,129.45,22.0
5,62.85,6.0
5,261.16,6.0
5,82.06,10.0
5,135.51,13.0
5,48.22,19.0
5,133.69,21.0
3,48.82,4.0
5,42.77,7.0
1,136.3,46.0
5,168.29,11.0
5,292.68,6.0
5,31.38,7.0
5,146.45,4.0
5,108.0,8.0
4,138.6,18.0
4,464.29,12.0
4,96.8,13.0
5,129.32,14.0
5,63.82,8.0
5,151.3,25.0
4,335.04,3.0
5,85.05,10.0
5,69.04,5.0
5,46.1,19.0
5,103.65,7.0
5,39.6,8.0
3,43.09,17.0
4,286.09,19.0
5,55.0,11.0
5,199.63,11.0
5,23.78,6.0
4,240.49,8.0
2,33.77,5.0
5,61.82,12.0
5,61.01,18.0
2,166.81,27.0
3,44.59,9.0
3,120.9,10.0
5,216.83,18.0
5,426.94,6.0
5,486.09,4.0
5,117.94,11.0
5,35.11,7.0
4,55.58,13.0
5,177.03,7.0
3,212.72,20.0
4,114.27,7.0
5,217.22,18.0
5,42.68,5.0
5,150.98,10.0
4,37.0,13.0
1,20.09,21.0
1,71.14,66.0
5,29.1,7.0
5,75.16,7.0
5,79.56,14.0
5,214.53,13.0
2,52.13,10.0
5,34.75,6.0
5,60.75,9.0
2,212.83,6.0
5,69.73,3.0
5,143.61,13.0
5,4016.91,5.0
3,102.26,6.0
5,59.0,11.0
5,111.28,11.0
5,339.55,16.0
2,182.37,21.0
5,93.1,3.0
3,112.4,6.0
5,47.71,3.0
4,133.75,5.0
3,71.71,7.0
5,1891.07,9.0
5,95.64,8.0
4,61.69,8.0
5,42.36,3.0
5,68.89,7.0
5,40.13,7.0
5,51.69,6.0
4,92.87,10.0
5,31.75,15.0
5,286.59,12.0
4,56.92,22.0
5,148.33,9.0
3,116.94,54.0
5,55.22,11.0
5,79.56,14.0
2,28.98,10.0
4,89.75,22.0
4,67.67,3.0
5,42.35,21.0
5,64.23,10.0
5,99.65,12.0
4,72.14,12.0
5,40.1,20.0
5,40.1,20.0
1,495.12,18.0
5,66.57,2.0
5,349.57,3.0
5,109.82,5.0
2,134.32,2.0
5,130.56,11.0
5,468.81,10.0
3,253.98,15.0
5,51.75,10.0
5,144.21,8.0
5,80.44,14.0
4,185.84,22.0
5,76.19,7.0
4,165.25,6.0
4,210.29,13.0
5,61.93,8.0
5,709.93,12.0
1,23.38,6.0
5,35.13,6.0
1,62.64,9.0
4,310.28,7.0
1,1251.7,66.0
5,65.48,7.0
5,198.13,24.0
5,72.14,12.0
2,442.51,15.0
4,84.13,26.0
5,85.6,10.0
1,330.62,45.0
5,108.2,12.0
3,35.69,14.0
2,57.37,14.0
5,214.05,27.0
4,255.99,4.0
5,65.04,7.0
2,53.82,8.0
5,72.1,7.0
5,90.73,17.0
3,121.0,13.0
5,49.56,3.0
4,42.58,8.0
4,29.85,11.0
1,839.88,8.0
5,580.07,8.0
5,174.73,21.0
5,50.96,8.0
5,24.88,14.0
5,110.76,8.0
4,60.1,10.0
5,276.52,4.0
5,37.83,5.0
5,43.62,5.0
5,96.56,7.0
5,69.69,13.0
5,51.35,12.0
1,66.6,7.0
1,46.2,5.0
4,207.94,8.0
5,108.81,11.0
5,51.09,11.0
5,168.96,22.0
1,317.31,6.0
5,116.5,9.0
4,391.68,14.0
4,151.88,13.0
5,216.36,8.0
5,213.75,8.0
2,120.04,21.0
5,49.47,4.0
5,287.54,40.0
3,56.37,5.0
4,69.27,16.0
4,207.94,16.0
5,25.87,4.0
2,50.23,25.0
4,56.09,10.0
5,167.61,12.0
3,117.49,5.0
1,151.25,25.0
5,92.83,4.0
5,289.57,6.0
5,44.09,9.0
3,272.01,20.0
5,97.14,4.0
4,107.95,9.0
3,184.49,5.0
3,58.55,8.0
4,61.4,41.0
5,104.83,30.0
5,107.87,13.0
5,45.03,5.0
3,171.48,21.0
1,196.25,20.0
5,64.65,18.0
4,279.04,5.0
1,70.41,28.0
5,63.27,9.0
4,62.59,10.0
4,74.28,12.0
5,67.23,6.0
4,98.65,8.0
5,148.06,11.0
5,170.12,15.0
3,65.23,4.0
5,155.38,10.0
4,869.03,4.0
5,128.07,5.0
3,130.13,28.0
4,62.22,9.0
5,87.73,7.0
2,315.84,18.0
4,67.5,12.0
1,309.22,29.0
5,204.46,7.0
4,89.88,10.0
4,78.55,2.0
5,81.89,9.0
2,137.99,8.0
1,37.76,6.0
1,227.81,7.0
4,63.34,7.0
5,167.86,3.0
5,197.7,10.0
5,146.01999999999998,8.0
4,51.84,18.0
5,117.27,17.0
5,222.86,9.0
2,417.45,19.0
5,50.01,17.0
1,73.15,24.0
5,189.15,11.0
4,141.28,14.0
5,219.63,8.0
5,43.1,25.0
5,27.38,9.0
5,71.06,19.0
5,104.43,2.0
3,96.98,26.0
1,55.86,21.0
5,82.79,5.0
